0:0:0:0:0:0:0:1 - - [14/May/2021:01:06:26 -0500] "GET /generalSeguros/reaNuevoContrato?nombreContrato=&estatus=CAPTURA&estatus=&estatus=&estatus=&claveMoneda=&estatus=12&estatus=12&estatus=&estatus=&estatus=&estatus=&estatus=&estatus=&estatus=&estatus=&estatus=&estatus=&estatus=&estatus=&estatus= HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [14/May/2021:01:06:27 -0500] "GET /generalSeguros/login?sessionexpired=true HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [14/May/2021:01:06:28 -0500] "GET /generalSeguros/login HTTP/1.1" 200 4521
0:0:0:0:0:0:0:1 - - [14/May/2021:01:06:30 -0500] "GET /generalSeguros/resources/img/gsLogoTrans.png HTTP/1.1" 200 27603
0:0:0:0:0:0:0:1 - - [14/May/2021:01:06:30 -0500] "GET /generalSeguros/resources/css/application.css HTTP/1.1" 200 655699
0:0:0:0:0:0:0:1 - - [14/May/2021:01:06:30 -0500] "GET /generalSeguros/resources/img/logoLight.png HTTP/1.1" 200 77130
0:0:0:0:0:0:0:1 - - [14/May/2021:01:06:30 -0500] "GET /generalSeguros/resources/css/fonts/google/open-sans.woff HTTP/1.1" 200 21956
0:0:0:0:0:0:0:1 - - [14/May/2021:01:06:30 -0500] "GET /generalSeguros/resources/css/fonts/google/open-sans-light.woff HTTP/1.1" 200 22656
0:0:0:0:0:0:0:1 - - [14/May/2021:01:06:30 -0500] "GET /generalSeguros/resources/img/favicon-gs.png HTTP/1.1" 200 444
0:0:0:0:0:0:0:1 - - [14/May/2021:01:06:46 -0500] "POST /generalSeguros/login HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [14/May/2021:01:06:46 -0500] "GET /generalSeguros/home HTTP/1.1" 200 24434
0:0:0:0:0:0:0:1 - - [14/May/2021:01:06:46 -0500] "GET /generalSeguros/resources/img/gsLogoTrans.png HTTP/1.1" 200 27603
0:0:0:0:0:0:0:1 - - [14/May/2021:01:06:46 -0500] "GET /generalSeguros/resources/css/application.css HTTP/1.1" 200 655699
0:0:0:0:0:0:0:1 - - [14/May/2021:01:06:46 -0500] "GET /generalSeguros/resources/js/jquery-pjax/jquery.pjax.js HTTP/1.1" 200 25741
0:0:0:0:0:0:0:1 - - [14/May/2021:01:06:46 -0500] "GET /generalSeguros/resources/js/dist/jquery.min.js HTTP/1.1" 200 84380
0:0:0:0:0:0:0:1 - - [14/May/2021:01:06:46 -0500] "GET /generalSeguros/resources/js/tether/dist/js/tether.js HTTP/1.1" 200 51835
0:0:0:0:0:0:0:1 - - [14/May/2021:01:06:46 -0500] "GET /generalSeguros/resources/js/bootstrap/js/dist/dropdown.js HTTP/1.1" 200 8841
0:0:0:0:0:0:0:1 - - [14/May/2021:01:06:46 -0500] "GET /generalSeguros/resources/js/bootstrap/js/dist/collapse.js HTTP/1.1" 200 10823
0:0:0:0:0:0:0:1 - - [14/May/2021:01:06:46 -0500] "GET /generalSeguros/resources/js/bootstrap/js/dist/util.js HTTP/1.1" 200 4108
0:0:0:0:0:0:0:1 - - [14/May/2021:01:06:46 -0500] "GET /generalSeguros/resources/js/bootstrap/js/dist/alert.js HTTP/1.1" 200 5390
0:0:0:0:0:0:0:1 - - [14/May/2021:01:06:46 -0500] "GET /generalSeguros/resources/js/bootstrap/js/dist/button.js HTTP/1.1" 200 5274
